,0,1,2,3,4
307,0.01,0.01,0.01,0.01,0.01
308,0.01,0.01,0.01,0.01,0.01
309,0.03,0.03,0.03,0.03,0.03
310,0.01,0.03,0.03,0.03,0.03
311,0.01,0.01,0.01,0.01,0.01
312,0.01,0.01,0.01,0.01,0.01
313,0.01,0.01,0.01,0.01,0.01
314,0.01,0.01,0.01,0.01,0.01
315,0.01,0.01,0.01,0.01,0.01
316,0.01,0.01,0.01,0.01,0.01
317,0.01,0.01,0.01,0.01,0.01
318,0.03,0.03,0.03,0.03,0.03
319,0.01,0.01,0.01,0.01,0.01
320,0.03,0.03,0.03,0.03,0.03
321,0.01,0.01,0.01,0.01,0.01
322,0.03,0.03,0.03,0.03,0.03
323,0.01,0.01,0.01,0.01,0.01
324,0.01,0.03,0.03,0.03,0.03
325,0.01,0.01,0.01,0.01,0.01
326,0.03,0.03,0.03,0.03,0.03
327,0.03,0.03,0.03,0.03,0.03
328,0.01,0.01,0.01,0.03,0.01
329,0.01,0.01,0.01,0.01,0.01
330,0.01,0.01,0.01,0.01,0.01
331,0.03,0.03,0.03,0.03,0.03
332,0.03,0.03,0.03,0.03,0.03
333,0.05,0.03,0.05,0.03,0.05
334,0.03,0.05,0.03,0.03,0.03
335,0.01,0.01,0.01,0.01,0.01
336,0.01,0.01,0.01,0.01,0.01
337,0.01,0.01,0.01,0.01,0.01
338,0.01,0.01,0.01,0.01,0.01
339,0.01,0.01,0.01,0.01,0.01
340,0.03,0.03,0.03,0.03,0.03
341,0.03,0.03,0.03,0.03,0.03
342,0.01,0.01,0.01,0.01,0.01
343,0.03,0.03,0.03,0.03,0.03
344,0.01,0.01,0.01,0.01,0.01
345,0.03,0.03,0.03,0.03,0.03
346,0.03,0.03,0.03,0.03,0.03
347,0.05,0.05,0.05,0.05,0.05
348,0.01,0.03,0.01,0.01,0.01
349,0.01,0.01,0.01,0.01,0.01
350,0.01,0.01,0.01,0.01,0.01
351,0.01,0.01,0.01,0.01,0.01
352,0.01,0.01,0.01,0.01,0.01
353,0.01,0.03,0.03,0.03,0.03
354,0.01,0.01,0.01,0.01,0.01
355,0.03,0.03,0.01,0.01,0.03
356,0.01,0.01,0.01,0.01,0.01
357,0.01,0.03,0.03,0.01,0.01
358,0.01,0.01,0.01,0.01,0.01
359,0.01,0.01,0.01,0.01,0.01
360,0.01,0.01,0.01,0.01,0.01
361,0.01,0.01,0.01,0.01,0.01
362,0.03,0.03,0.03,0.03,0.03
363,0.03,0.03,0.03,0.03,0.03
364,0.05,0.05,0.05,0.05,0.05
365,0.01,0.01,0.01,0.01,0.01
366,0.01,0.01,0.01,0.01,0.01
367,0.03,0.03,0.03,0.03,0.03
368,0.03,0.03,0.03,0.03,0.03
369,0.01,0.01,0.01,0.01,0.01
370,0.03,0.01,0.01,0.01,0.03
371,0.01,0.01,0.01,0.01,0.01
372,0.01,0.01,0.01,0.01,0.01
373,0.03,0.03,0.03,0.03,0.03
374,0.01,0.01,0.01,0.01,0.01
375,0.01,0.01,0.01,0.01,0.01
376,0.03,0.03,0.03,0.03,0.03
377,0.01,0.01,0.01,0.01,0.01
378,0.03,0.03,0.01,0.01,0.01
379,0.03,0.03,0.03,0.03,0.03
380,0.01,0.01,0.01,0.01,0.01
381,0.01,0.01,0.01,0.01,0.01
382,0.03,0.03,0.03,0.03,0.03
383,0.01,0.01,0.01,0.01,0.01
384,0.01,0.01,0.01,0.01,0.01
385,0.01,0.01,0.01,0.01,0.01
386,0.01,0.01,0.01,0.01,0.01
387,0.01,0.01,0.01,0.01,0.01
388,0.05,0.05,0.05,0.05,0.05
389,0.03,0.03,0.03,0.03,0.03
390,0.01,0.01,0.01,0.01,0.01
391,0.01,0.01,0.01,0.03,0.01
392,0.03,0.03,0.03,0.03,0.03
393,0.01,0.01,0.01,0.01,0.01
394,0.05,0.05,0.05,0.05,0.05
395,0.05,0.05,0.05,0.05,0.05
396,0.01,0.01,0.01,0.01,0.01
397,0.03,0.03,0.03,0.03,0.03
398,0.01,0.01,0.01,0.01,0.01
399,0.01,0.01,0.01,0.01,0.01
400,0.03,0.03,0.03,0.03,0.03
401,0.03,0.03,0.03,0.03,0.03
402,0.01,0.01,0.01,0.01,0.01
403,0.03,0.03,0.03,0.03,0.03
404,0.03,0.03,0.03,0.03,0.03
405,0.03,0.03,0.03,0.03,0.03
406,0.03,0.03,0.03,0.03,0.03
407,0.03,0.03,0.03,0.03,0.03
408,0.03,0.05,0.03,0.03,0.05
409,0.03,0.03,0.03,0.03,0.03
410,0.01,0.01,0.01,0.01,0.01
411,0.03,0.03,0.03,0.03,0.03
412,0.01,0.01,0.01,0.01,0.01
413,0.03,0.03,0.03,0.03,0.03
414,0.03,0.03,0.03,0.03,0.03
415,0.01,0.01,0.01,0.01,0.01
416,0.03,0.03,0.03,0.03,0.03
417,0.01,0.01,0.01,0.01,0.01
418,0.05,0.05,0.05,0.05,0.05
419,0.01,0.01,0.01,0.01,0.01
420,0.01,0.03,0.01,0.01,0.03
421,0.03,0.03,0.03,0.01,0.03
422,0.01,0.01,0.01,0.01,0.01
423,0.03,0.03,0.03,0.03,0.03
424,0.01,0.01,0.01,0.01,0.01
425,0.01,0.01,0.03,0.03,0.01
426,0.01,0.01,0.01,0.01,0.01
427,0.03,0.03,0.03,0.03,0.03
428,0.03,0.03,0.03,0.03,0.03
429,0.03,0.03,0.03,0.03,0.03
430,0.01,0.01,0.01,0.01,0.03
431,0.01,0.01,0.01,0.01,0.01
432,0.01,0.01,0.01,0.01,0.01
433,0.01,0.01,0.01,0.01,0.01
434,0.03,0.03,0.03,0.03,0.03
435,0.01,0.01,0.01,0.01,0.01
436,0.01,0.01,0.01,0.01,0.01
437,0.01,0.01,0.01,0.01,0.01
438,0.03,0.03,0.03,0.03,0.03
439,0.03,0.03,0.03,0.03,0.03
440,0.03,0.03,0.03,0.03,0.03
441,0.03,0.03,0.03,0.03,0.03
442,0.01,0.01,0.01,0.01,0.01
443,0.01,0.01,0.01,0.01,0.01
444,0.01,0.01,0.03,0.03,0.01
445,0.01,0.01,0.03,0.03,0.01
446,0.01,0.03,0.01,0.01,0.01
447,0.01,0.01,0.01,0.01,0.01
448,0.03,0.03,0.03,0.03,0.03
449,0.01,0.01,0.01,0.01,0.01
450,0.03,0.01,0.03,0.03,0.03
451,0.03,0.03,0.03,0.03,0.03
452,0.03,0.03,0.03,0.03,0.03
453,0.01,0.01,0.01,0.01,0.01
454,0.01,0.01,0.01,0.01,0.01
455,0.03,0.03,0.03,0.03,0.03
456,0.03,0.01,0.01,0.01,0.01
457,0.01,0.01,0.01,0.01,0.01
458,0.01,0.01,0.01,0.01,0.01
459,0.01,0.01,0.01,0.01,0.01
460,0.03,0.03,0.03,0.01,0.01
461,0.01,0.01,0.03,0.03,0.01
462,0.01,0.01,0.01,0.01,0.01
463,0.01,0.01,0.01,0.01,0.01
464,0.03,0.01,0.03,0.03,0.03
465,0.01,0.01,0.01,0.01,0.01
466,0.01,0.01,0.01,0.01,0.01
467,0.01,0.01,0.01,0.03,0.03
468,0.03,0.03,0.03,0.01,0.03
469,0.03,0.01,0.03,0.01,0.03
470,0.01,0.01,0.01,0.03,0.01
471,0.01,0.01,0.01,0.01,0.01
472,0.03,0.03,0.03,0.03,0.03
473,0.01,0.01,0.01,0.03,0.01
474,0.03,0.01,0.03,0.01,0.03
475,0.01,0.01,0.01,0.01,0.01
476,0.03,0.01,0.03,0.03,0.03
477,0.05,0.05,0.05,0.05,0.05
478,0.03,0.03,0.03,0.03,0.03
479,0.01,0.01,0.01,0.01,0.01
480,0.03,0.03,0.03,0.03,0.03
481,0.01,0.01,0.01,0.01,0.01
482,0.01,0.01,0.01,0.01,0.01
483,0.01,0.01,0.01,0.01,0.01
484,0.01,0.01,0.01,0.01,0.01
485,0.03,0.03,0.03,0.03,0.03
486,0.01,0.01,0.01,0.01,0.01
487,0.03,0.03,0.03,0.03,0.03
488,0.03,0.03,0.03,0.03,0.03
489,0.01,0.01,0.01,0.01,0.01
490,0.03,0.03,0.03,0.03,0.03
491,0.01,0.01,0.01,0.01,0.01
492,0.03,0.03,0.03,0.03,0.03
493,0.03,0.03,0.03,0.03,0.03
494,0.05,0.05,0.05,0.05,0.05
495,0.01,0.01,0.01,0.01,0.01
496,0.03,0.01,0.01,0.01,0.01
497,0.03,0.03,0.03,0.03,0.03
498,0.01,0.01,0.01,0.01,0.01
499,0.03,0.03,0.03,0.03,0.03
500,0.01,0.01,0.01,0.01,0.01
501,0.03,0.03,0.03,0.01,0.03
502,0.03,0.03,0.03,0.03,0.03
503,0.01,0.01,0.01,0.01,0.01
504,0.01,0.01,0.01,0.01,0.01
505,0.01,0.01,0.01,0.01,0.01
506,0.01,0.01,0.01,0.01,0.01
507,0.01,0.01,0.01,0.01,0.01
508,0.03,0.03,0.03,0.03,0.03
509,0.03,0.03,0.03,0.03,0.03
510,0.01,0.01,0.01,0.01,0.01
511,0.01,0.01,0.01,0.01,0.01
512,0.03,0.03,0.03,0.03,0.03
513,0.03,0.03,0.03,0.03,0.03
514,0.03,0.03,0.03,0.03,0.03
515,0.03,0.03,0.03,0.03,0.03
516,0.01,0.01,0.01,0.01,0.01
517,0.01,0.01,0.01,0.01,0.01
518,0.03,0.03,0.03,0.03,0.03
519,0.03,0.03,0.03,0.03,0.03
520,0.01,0.01,0.01,0.01,0.01
521,0.01,0.03,0.03,0.03,0.01
522,0.01,0.01,0.01,0.01,0.01
523,0.01,0.01,0.01,0.01,0.01
524,0.01,0.01,0.01,0.01,0.01
525,0.01,0.01,0.01,0.01,0.01
526,0.01,0.01,0.01,0.01,0.01
527,0.03,0.03,0.03,0.03,0.03
528,0.01,0.01,0.01,0.01,0.01
529,0.03,0.03,0.03,0.03,0.03
530,0.01,0.01,0.01,0.01,0.01
531,0.01,0.01,0.01,0.01,0.01
532,0.03,0.03,0.03,0.03,0.03
533,0.01,0.03,0.01,0.01,0.01
534,0.01,0.01,0.01,0.01,0.01
535,0.01,0.01,0.01,0.01,0.01
536,0.03,0.03,0.03,0.03,0.03
537,0.01,0.01,0.01,0.01,0.01
538,0.03,0.03,0.01,0.03,0.03
539,0.01,0.01,0.01,0.01,0.01
540,0.03,0.03,0.03,0.03,0.03
541,0.05,0.05,0.05,0.05,0.05
542,0.01,0.01,0.01,0.01,0.01
543,0.03,0.03,0.03,0.03,0.03
544,0.01,0.01,0.01,0.01,0.01
545,0.03,0.01,0.01,0.01,0.03
546,0.01,0.01,0.01,0.01,0.01
547,0.01,0.01,0.01,0.01,0.01
548,0.03,0.01,0.01,0.01,0.01
549,0.03,0.03,0.03,0.03,0.03
550,0.01,0.01,0.01,0.01,0.01
551,0.03,0.03,0.03,0.03,0.03
552,0.01,0.01,0.01,0.01,0.03
553,0.01,0.01,0.01,0.01,0.01
554,0.01,0.01,0.01,0.01,0.01
555,0.01,0.01,0.01,0.01,0.01
556,0.01,0.01,0.01,0.01,0.01
557,0.03,0.03,0.03,0.03,0.03
558,0.01,0.01,0.01,0.01,0.01
559,0.01,0.01,0.01,0.01,0.01
560,0.05,0.05,0.05,0.05,0.05
561,0.03,0.03,0.03,0.03,0.03
562,0.07,0.05,0.07,0.07,0.05
563,0.05,0.05,0.05,0.05,0.05
564,0.03,0.03,0.03,0.03,0.03
565,0.03,0.03,0.03,0.03,0.03
566,0.01,0.01,0.01,0.01,0.01
567,0.01,0.01,0.01,0.01,0.01
568,0.01,0.01,0.01,0.01,0.01
569,0.03,0.03,0.03,0.03,0.03
570,0.05,0.05,0.05,0.03,0.05
571,0.03,0.03,0.03,0.03,0.03
572,0.03,0.03,0.03,0.03,0.03
573,0.01,0.03,0.03,0.01,0.03
574,0.01,0.01,0.01,0.01,0.01
575,0.03,0.03,0.03,0.03,0.03
576,0.03,0.03,0.03,0.03,0.03
577,0.01,0.01,0.01,0.01,0.01
578,0.03,0.03,0.03,0.03,0.03
579,0.01,0.01,0.01,0.01,0.01
580,0.01,0.01,0.01,0.01,0.01
581,0.01,0.03,0.01,0.03,0.01
582,0.03,0.03,0.03,0.03,0.03
583,0.01,0.01,0.01,0.01,0.01
584,0.03,0.03,0.03,0.03,0.03
585,0.03,0.03,0.03,0.03,0.05
586,0.01,0.01,0.01,0.01,0.01
587,0.01,0.01,0.01,0.01,0.01
588,0.01,0.01,0.01,0.01,0.01
589,0.01,0.03,0.03,0.01,0.03
590,0.03,0.01,0.01,0.03,0.03
591,0.01,0.01,0.01,0.01,0.01
592,0.01,0.01,0.01,0.01,0.01
593,0.03,0.03,0.03,0.03,0.03
594,0.03,0.03,0.03,0.03,0.03
595,0.03,0.01,0.01,0.03,0.01
596,0.01,0.01,0.01,0.01,0.01
597,0.03,0.03,0.03,0.01,0.03
598,0.01,0.01,0.01,0.01,0.01
599,0.01,0.01,0.01,0.01,0.01
600,0.01,0.01,0.01,0.03,0.01
601,0.03,0.03,0.03,0.03,0.03
602,0.01,0.01,0.01,0.01,0.01
603,0.01,0.01,0.01,0.01,0.01
604,0.01,0.01,0.01,0.01,0.01
605,0.01,0.01,0.01,0.01,0.01
606,0.01,0.01,0.01,0.01,0.01
607,0.03,0.03,0.03,0.03,0.03
608,0.01,0.01,0.01,0.01,0.01
609,0.01,0.01,0.03,0.01,0.03
610,0.03,0.03,0.03,0.03,0.03
611,0.03,0.03,0.01,0.03,0.03
612,0.01,0.01,0.03,0.01,0.03
613,0.01,0.01,0.01,0.01,0.01
614,0.03,0.03,0.01,0.03,0.03
615,0.01,0.01,0.01,0.01,0.01
616,0.01,0.03,0.01,0.03,0.01
617,0.03,0.03,0.05,0.03,0.03
618,0.01,0.01,0.03,0.01,0.01
619,0.01,0.01,0.01,0.01,0.01
620,0.01,0.01,0.01,0.01,0.01
621,0.01,0.01,0.03,0.01,0.03
622,0.03,0.03,0.01,0.03,0.01
623,0.03,0.03,0.01,0.03,0.03
624,0.01,0.01,0.01,0.01,0.01
625,0.01,0.01,0.01,0.01,0.01
626,0.01,0.01,0.01,0.01,0.01
627,0.03,0.03,0.03,0.03,0.03
628,0.01,0.01,0.01,0.01,0.01
629,0.01,0.01,0.01,0.01,0.01
630,0.03,0.03,0.03,0.03,0.03
631,0.01,0.01,0.01,0.01,0.01
632,0.03,0.03,0.03,0.03,0.03
633,0.03,0.03,0.03,0.03,0.03
