,0,1,2,3,4
1964,0.03,0.03,0.01,0.01,0.01
1965,0.03,0.03,0.03,0.03,0.03
1966,0.03,0.01,0.05,0.03,0.03
1967,0.01,0.01,0.01,0.01,0.01
1968,0.03,0.03,0.03,0.03,0.03
1969,0.01,0.01,0.01,0.01,0.01
1970,0.01,0.01,0.01,0.01,0.01
1971,0.01,0.01,0.01,0.01,0.01
1972,0.01,0.01,0.01,0.01,0.01
1973,0.01,0.01,0.01,0.01,0.01
1974,0.01,0.01,0.01,0.01,0.01
1975,0.01,0.01,0.01,0.01,0.01
1976,0.03,0.03,0.03,0.03,0.03
1977,0.01,0.01,0.01,0.01,0.01
1978,0.03,0.01,0.03,0.03,0.03
1979,0.01,0.03,0.03,0.03,0.03
1980,0.03,0.03,0.03,0.03,0.03
1981,0.01,0.01,0.01,0.01,0.01
1982,0.01,0.01,0.01,0.01,0.01
1983,0.03,0.01,0.01,0.01,0.01
1984,0.03,0.03,0.03,0.03,0.03
1985,0.01,0.01,0.01,0.01,0.01
1986,0.01,0.01,0.01,0.01,0.01
1987,0.03,0.03,0.03,0.03,0.03
1988,0.01,0.01,0.01,0.01,0.01
1989,0.03,0.01,0.01,0.01,0.01
1990,0.03,0.03,0.03,0.03,0.03
1991,0.01,0.01,0.01,0.01,0.01
1992,0.01,0.01,0.01,0.01,0.01
1993,0.01,0.01,0.01,0.01,0.01
1994,0.01,0.01,0.01,0.01,0.01
1995,0.01,0.01,0.01,0.01,0.01
1996,0.01,0.01,0.01,0.01,0.01
1997,0.01,0.01,0.01,0.01,0.01
1998,0.01,0.01,0.01,0.01,0.01
1999,0.01,0.01,0.01,0.01,0.01
2000,0.01,0.01,0.01,0.01,0.01
2001,0.05,0.05,0.05,0.05,0.03
2002,0.01,0.03,0.01,0.01,0.01
2003,0.03,0.03,0.03,0.03,0.03
2004,0.03,0.01,0.01,0.03,0.01
2005,0.01,0.03,0.03,0.01,0.03
2006,0.03,0.01,0.01,0.03,0.01
2007,0.01,0.05,0.03,0.01,0.05
2008,0.01,0.01,0.01,0.01,0.01
2009,0.01,0.01,0.01,0.01,0.01
2010,0.01,0.01,0.01,0.01,0.01
2011,0.01,0.01,0.01,0.01,0.01
2012,0.03,0.01,0.03,0.01,0.03
2013,0.05,0.01,0.03,0.05,0.03
2014,0.03,0.03,0.01,0.03,0.01
2015,0.01,0.01,0.01,0.01,0.01
2016,0.01,0.01,0.01,0.01,0.01
2017,0.01,0.01,0.03,0.01,0.01
2018,0.03,0.03,0.03,0.03,0.03
2019,0.01,0.01,0.01,0.01,0.01
2020,0.03,0.03,0.03,0.03,0.03
2021,0.01,0.01,0.01,0.01,0.01
2022,0.03,0.03,0.01,0.03,0.01
2023,0.01,0.01,0.01,0.01,0.01
2024,0.01,0.01,0.01,0.01,0.01
2025,0.01,0.01,0.01,0.01,0.01
2026,0.01,0.03,0.03,0.03,0.01
2027,0.03,0.03,0.03,0.03,0.03
2028,0.01,0.01,0.01,0.01,0.01
2029,0.01,0.01,0.01,0.01,0.01
2030,0.01,0.01,0.01,0.01,0.01
2031,0.01,0.01,0.01,0.01,0.01
2032,0.01,0.01,0.01,0.01,0.01
2033,0.03,0.01,0.01,0.01,0.01
2034,0.03,0.01,0.01,0.01,0.01
2035,0.01,0.01,0.01,0.01,0.01
2036,0.03,0.03,0.03,0.03,0.03
2037,0.01,0.01,0.01,0.01,0.01
2038,0.01,0.01,0.01,0.01,0.01
2039,0.01,0.01,0.01,0.01,0.01
2040,0.01,0.01,0.01,0.01,0.01
2041,0.01,0.01,0.01,0.01,0.01
2042,0.01,0.01,0.01,0.01,0.01
2043,0.01,0.01,0.01,0.01,0.01
2044,0.03,0.03,0.03,0.03,0.03
2045,0.03,0.03,0.03,0.03,0.03
2046,0.01,0.01,0.01,0.01,0.01
2047,0.01,0.01,0.01,0.01,0.01
2048,0.03,0.03,0.03,0.05,0.03
2049,0.01,0.01,0.01,0.01,0.01
2050,0.01,0.03,0.03,0.03,0.03
2051,0.03,0.03,0.03,0.03,0.03
2052,0.01,0.01,0.01,0.01,0.01
2053,0.01,0.01,0.01,0.01,0.01
2054,0.01,0.01,0.01,0.01,0.01
2055,0.01,0.01,0.01,0.01,0.01
2056,0.01,0.01,0.01,0.01,0.01
2057,0.03,0.01,0.03,0.03,0.01
2058,0.03,0.05,0.03,0.03,0.03
2059,0.01,0.03,0.03,0.03,0.03
2060,0.01,0.01,0.01,0.01,0.03
2061,0.01,0.01,0.01,0.01,0.01
2062,0.03,0.03,0.03,0.03,0.03
2063,0.03,0.03,0.03,0.03,0.03
2064,0.01,0.01,0.01,0.01,0.01
2065,0.03,0.01,0.03,0.03,0.01
2066,0.03,0.03,0.03,0.03,0.03
2067,0.01,0.01,0.01,0.01,0.01
2068,0.01,0.01,0.01,0.01,0.01
2069,0.01,0.01,0.01,0.01,0.01
2070,0.03,0.03,0.03,0.03,0.03
2071,0.01,0.01,0.01,0.01,0.01
2072,0.01,0.01,0.01,0.01,0.01
2073,0.03,0.03,0.03,0.03,0.03
2074,0.05,0.05,0.03,0.05,0.05
2075,0.03,0.03,0.03,0.03,0.03
2076,0.01,0.01,0.01,0.01,0.01
2077,0.01,0.01,0.01,0.01,0.01
2078,0.01,0.01,0.01,0.01,0.01
2079,0.03,0.03,0.03,0.03,0.03
2080,0.01,0.01,0.01,0.01,0.01
2081,0.01,0.01,0.01,0.01,0.01
2082,0.03,0.03,0.03,0.03,0.03
2083,0.01,0.01,0.01,0.01,0.01
2084,0.05,0.03,0.03,0.03,0.03
2085,0.03,0.03,0.03,0.03,0.03
2086,0.01,0.01,0.01,0.01,0.01
2087,0.01,0.01,0.01,0.01,0.01
2088,0.01,0.01,0.01,0.01,0.01
2089,0.03,0.03,0.03,0.03,0.03
2090,0.01,0.01,0.01,0.01,0.01
2091,0.03,0.03,0.03,0.03,0.03
2092,0.01,0.01,0.01,0.01,0.01
2093,0.03,0.03,0.03,0.03,0.03
2094,0.01,0.01,0.01,0.01,0.01
2095,0.01,0.01,0.01,0.01,0.01
2096,0.01,0.01,0.01,0.01,0.01
2097,0.01,0.01,0.01,0.01,0.01
2098,0.03,0.03,0.03,0.03,0.03
2099,0.01,0.01,0.01,0.01,0.01
2100,0.01,0.01,0.03,0.01,0.03
2101,0.01,0.01,0.01,0.01,0.01
2102,0.01,0.01,0.01,0.01,0.01
2103,0.03,0.03,0.03,0.01,0.03
2104,0.01,0.01,0.01,0.01,0.01
2105,0.01,0.03,0.03,0.01,0.01
2106,0.03,0.03,0.03,0.03,0.03
2107,0.01,0.01,0.01,0.01,0.01
2108,0.05,0.03,0.03,0.05,0.03
2109,0.01,0.01,0.03,0.01,0.01
2110,0.03,0.01,0.01,0.01,0.01
2111,0.03,0.01,0.01,0.01,0.03
2112,0.01,0.01,0.01,0.01,0.01
2113,0.01,0.01,0.01,0.01,0.01
2114,0.03,0.03,0.03,0.03,0.03
2115,0.01,0.01,0.01,0.01,0.01
2116,0.01,0.01,0.01,0.01,0.01
2117,0.03,0.03,0.03,0.03,0.03
2118,0.01,0.01,0.01,0.01,0.01
2119,0.01,0.01,0.01,0.01,0.01
2120,0.01,0.01,0.01,0.01,0.01
2121,0.03,0.03,0.03,0.03,0.03
2122,0.01,0.03,0.01,0.01,0.01
2123,0.01,0.01,0.01,0.01,0.01
2124,0.01,0.03,0.01,0.01,0.01
2125,0.03,0.03,0.03,0.03,0.03
2126,0.01,0.01,0.01,0.01,0.03
2127,0.03,0.03,0.03,0.03,0.03
2128,0.03,0.01,0.03,0.01,0.01
2129,0.03,0.03,0.03,0.03,0.03
2130,0.01,0.01,0.01,0.01,0.01
2131,0.01,0.01,0.01,0.01,0.01
2132,0.01,0.01,0.01,0.01,0.01
2133,0.03,0.03,0.01,0.03,0.01
2134,0.01,0.01,0.01,0.01,0.01
2135,0.01,0.01,0.01,0.01,0.01
2136,0.01,0.01,0.01,0.01,0.01
2137,0.01,0.01,0.01,0.01,0.01
2138,0.03,0.03,0.03,0.03,0.03
2139,0.03,0.03,0.03,0.03,0.03
2140,0.05,0.07,0.05,0.07,0.05
2141,0.03,0.03,0.03,0.03,0.03
2142,0.03,0.03,0.01,0.03,0.01
2143,0.01,0.01,0.01,0.01,0.01
2144,0.01,0.01,0.01,0.01,0.01
2145,0.03,0.03,0.03,0.03,0.03
2146,0.03,0.01,0.01,0.01,0.01
2147,0.01,0.01,0.01,0.01,0.01
2148,0.03,0.03,0.03,0.03,0.03
2149,0.03,0.03,0.01,0.01,0.03
2150,0.01,0.01,0.01,0.01,0.01
2151,0.01,0.01,0.01,0.01,0.01
2152,0.03,0.03,0.03,0.03,0.03
2153,0.03,0.01,0.03,0.01,0.01
2154,0.01,0.03,0.01,0.01,0.01
2155,0.03,0.03,0.03,0.03,0.03
2156,0.05,0.01,0.03,0.03,0.03
2157,0.01,0.01,0.01,0.01,0.01
2158,0.01,0.01,0.01,0.01,0.01
2159,0.01,0.01,0.01,0.01,0.01
2160,0.01,0.01,0.01,0.01,0.01
2161,0.01,0.01,0.01,0.01,0.01
2162,0.01,0.01,0.01,0.01,0.01
2163,0.01,0.01,0.01,0.01,0.01
2164,0.03,0.03,0.03,0.03,0.03
2165,0.01,0.01,0.01,0.01,0.01
2166,0.03,0.03,0.03,0.03,0.03
2167,0.01,0.01,0.01,0.01,0.01
2168,0.01,0.01,0.01,0.01,0.01
2169,0.05,0.03,0.03,0.03,0.03
2170,0.01,0.01,0.01,0.01,0.01
2171,0.03,0.03,0.03,0.03,0.03
2172,0.01,0.01,0.01,0.03,0.01
2173,0.01,0.01,0.01,0.01,0.01
2174,0.01,0.01,0.01,0.01,0.01
2175,0.01,0.01,0.01,0.01,0.01
2176,0.03,0.03,0.03,0.03,0.03
2177,0.03,0.03,0.03,0.03,0.05
2178,0.01,0.01,0.01,0.01,0.01
2179,0.03,0.03,0.03,0.03,0.03
2180,0.01,0.01,0.01,0.01,0.01
2181,0.03,0.03,0.01,0.01,0.01
2182,0.01,0.01,0.01,0.01,0.01
2183,0.03,0.03,0.03,0.03,0.03
2184,0.01,0.01,0.01,0.01,0.01
2185,0.03,0.03,0.03,0.03,0.03
2186,0.03,0.03,0.03,0.03,0.03
2187,0.01,0.01,0.01,0.01,0.01
2188,0.01,0.01,0.01,0.01,0.01
2189,0.01,0.01,0.01,0.01,0.03
2190,0.03,0.03,0.03,0.03,0.03
2191,0.01,0.01,0.01,0.01,0.01
2192,0.01,0.01,0.01,0.01,0.01
2193,0.01,0.01,0.01,0.01,0.01
2194,0.01,0.03,0.01,0.03,0.01
2195,0.03,0.03,0.03,0.03,0.03
2196,0.01,0.01,0.01,0.01,0.01
2197,0.01,0.01,0.01,0.01,0.01
2198,0.03,0.03,0.03,0.03,0.03
2199,0.01,0.01,0.01,0.01,0.01
2200,0.01,0.01,0.01,0.01,0.01
2201,0.01,0.01,0.01,0.01,0.01
2202,0.01,0.01,0.01,0.01,0.01
2203,0.01,0.03,0.03,0.03,0.01
2204,0.01,0.01,0.01,0.01,0.01
2205,0.01,0.01,0.01,0.01,0.01
2206,0.01,0.01,0.01,0.01,0.01
2207,0.01,0.01,0.01,0.01,0.01
2208,0.03,0.03,0.03,0.03,0.03
2209,0.01,0.01,0.01,0.01,0.01
2210,0.01,0.01,0.01,0.01,0.01
2211,0.01,0.01,0.01,0.01,0.01
2212,0.03,0.03,0.03,0.03,0.03
2213,0.01,0.01,0.01,0.01,0.01
2214,0.03,0.03,0.03,0.03,0.03
2215,0.03,0.03,0.03,0.03,0.03
2216,0.03,0.03,0.03,0.03,0.03
2217,0.01,0.03,0.03,0.01,0.03
2218,0.01,0.01,0.01,0.01,0.01
2219,0.01,0.01,0.01,0.01,0.01
2220,0.03,0.01,0.01,0.03,0.01
2221,0.03,0.01,0.01,0.03,0.01
2222,0.01,0.01,0.01,0.01,0.01
2223,0.03,0.01,0.01,0.03,0.01
2224,0.03,0.03,0.01,0.03,0.03
2225,0.01,0.01,0.01,0.01,0.01
2226,0.01,0.03,0.03,0.01,0.03
2227,0.01,0.03,0.03,0.01,0.03
2228,0.03,0.05,0.03,0.03,0.03
2229,0.01,0.01,0.01,0.01,0.01
2230,0.03,0.01,0.03,0.03,0.03
2231,0.01,0.01,0.01,0.01,0.01
2232,0.01,0.01,0.01,0.01,0.01
2233,0.01,0.01,0.01,0.01,0.01
2234,0.01,0.01,0.01,0.01,0.01
2235,0.03,0.03,0.03,0.03,0.03
2236,0.01,0.01,0.01,0.01,0.01
2237,0.01,0.01,0.01,0.01,0.01
2238,0.01,0.01,0.01,0.01,0.01
2239,0.01,0.01,0.01,0.01,0.01
2240,0.01,0.01,0.01,0.01,0.01
2241,0.03,0.03,0.03,0.03,0.03
2242,0.01,0.01,0.01,0.01,0.01
2243,0.01,0.01,0.01,0.01,0.01
2244,0.03,0.01,0.03,0.03,0.03
2245,0.01,0.01,0.01,0.01,0.01
2246,0.01,0.01,0.01,0.01,0.01
2247,0.01,0.01,0.01,0.01,0.01
2248,0.01,0.01,0.01,0.01,0.01
2249,0.01,0.01,0.03,0.01,0.03
2250,0.03,0.03,0.03,0.03,0.03
2251,0.01,0.01,0.01,0.01,0.01
2252,0.03,0.03,0.01,0.03,0.01
2253,0.01,0.01,0.01,0.01,0.01
2254,0.03,0.03,0.03,0.03,0.03
2255,0.01,0.01,0.01,0.01,0.01
2256,0.03,0.03,0.03,0.03,0.03
2257,0.03,0.03,0.03,0.03,0.03
2258,0.01,0.01,0.01,0.01,0.01
2259,0.03,0.03,0.03,0.03,0.03
2260,0.03,0.03,0.03,0.03,0.03
2261,0.03,0.03,0.03,0.03,0.03
2262,0.01,0.01,0.01,0.01,0.01
2263,0.01,0.01,0.01,0.01,0.01
2264,0.01,0.01,0.01,0.01,0.01
2265,0.03,0.03,0.01,0.03,0.03
2266,0.03,0.03,0.03,0.03,0.03
2267,0.01,0.01,0.01,0.01,0.01
2268,0.01,0.03,0.03,0.01,0.03
2269,0.05,0.05,0.05,0.05,0.05
2270,0.03,0.03,0.03,0.03,0.03
2271,0.01,0.01,0.01,0.01,0.01
2272,0.01,0.03,0.03,0.03,0.03
2273,0.01,0.03,0.03,0.03,0.03
2274,0.03,0.03,0.01,0.03,0.01
2275,0.03,0.03,0.03,0.03,0.03
2276,0.03,0.03,0.03,0.03,0.03
2277,0.03,0.03,0.03,0.03,0.03
2278,0.03,0.03,0.01,0.03,0.01
2279,0.01,0.03,0.03,0.01,0.03
2280,0.03,0.03,0.03,0.03,0.01
2281,0.03,0.03,0.03,0.03,0.05
2282,0.03,0.03,0.03,0.03,0.03
2283,0.03,0.03,0.03,0.03,0.03
2284,0.01,0.01,0.01,0.01,0.01
2285,0.01,0.01,0.01,0.01,0.01
2286,0.01,0.01,0.01,0.01,0.01
2287,0.01,0.01,0.01,0.01,0.01
2288,0.03,0.03,0.03,0.03,0.03
2289,0.01,0.01,0.01,0.01,0.01
2290,0.03,0.03,0.03,0.03,0.03
2291,0.03,0.03,0.03,0.03,0.03
2292,0.01,0.01,0.01,0.03,0.01
2293,0.01,0.01,0.01,0.01,0.01
2294,0.03,0.05,0.03,0.03,0.03
2295,0.01,0.01,0.01,0.01,0.01
2296,0.01,0.01,0.01,0.01,0.01
2297,0.03,0.03,0.03,0.03,0.03
2298,0.01,0.01,0.01,0.01,0.01
2299,0.01,0.01,0.01,0.01,0.01
2300,0.03,0.03,0.03,0.03,0.03
2301,0.03,0.03,0.03,0.03,0.03
2302,0.01,0.01,0.01,0.01,0.01
2303,0.01,0.03,0.01,0.01,0.01
2304,0.01,0.01,0.03,0.01,0.01
2305,0.03,0.03,0.05,0.03,0.05
2306,0.03,0.03,0.03,0.05,0.03
2307,0.05,0.05,0.05,0.05,0.05
2308,0.01,0.01,0.01,0.01,0.01
2309,0.03,0.03,0.03,0.03,0.03
2310,0.01,0.01,0.01,0.01,0.01
2311,0.01,0.01,0.01,0.01,0.01
2312,0.01,0.01,0.01,0.01,0.01
2313,0.01,0.01,0.01,0.03,0.01
2314,0.05,0.05,0.03,0.03,0.03
2315,0.03,0.03,0.03,0.03,0.03
2316,0.01,0.01,0.01,0.01,0.01
2317,0.01,0.01,0.01,0.01,0.01
2318,0.01,0.01,0.01,0.01,0.01
2319,0.01,0.01,0.01,0.01,0.03
2320,0.01,0.01,0.01,0.01,0.01
2321,0.01,0.01,0.01,0.01,0.01
2322,0.01,0.01,0.01,0.01,0.01
2323,0.01,0.01,0.01,0.01,0.01
2324,0.01,0.01,0.01,0.01,0.01
2325,0.01,0.01,0.01,0.01,0.01
2326,0.01,0.01,0.01,0.01,0.01
2327,0.01,0.01,0.01,0.01,0.01
2328,0.01,0.01,0.01,0.01,0.01
2329,0.03,0.03,0.03,0.03,0.03
2330,0.01,0.01,0.01,0.01,0.01
2331,0.01,0.01,0.01,0.01,0.01
2332,0.01,0.01,0.01,0.01,0.01
2333,0.03,0.03,0.03,0.03,0.03
2334,0.01,0.01,0.01,0.01,0.01
2335,0.01,0.01,0.01,0.01,0.01
2336,0.01,0.01,0.01,0.01,0.01
2337,0.03,0.03,0.03,0.03,0.03
2338,0.01,0.01,0.01,0.01,0.01
2339,0.01,0.03,0.03,0.03,0.03
2340,0.03,0.01,0.01,0.01,0.01
2341,0.01,0.01,0.01,0.03,0.03
2342,0.03,0.01,0.01,0.01,0.01
2343,0.01,0.01,0.01,0.01,0.01
2344,0.03,0.01,0.01,0.01,0.03
2345,0.01,0.01,0.01,0.01,0.01
2346,0.01,0.01,0.01,0.01,0.01
2347,0.03,0.03,0.03,0.03,0.01
2348,0.01,0.01,0.01,0.01,0.01
2349,0.03,0.03,0.03,0.03,0.03
2350,0.01,0.01,0.01,0.01,0.01
2351,0.05,0.05,0.03,0.05,0.05
2352,0.03,0.03,0.03,0.03,0.03
2353,0.01,0.01,0.01,0.01,0.01
2354,0.03,0.03,0.03,0.03,0.03
2355,0.03,0.03,0.03,0.03,0.03
2356,0.01,0.01,0.01,0.01,0.01
2357,0.01,0.01,0.01,0.01,0.01
2358,0.01,0.01,0.01,0.01,0.01
2359,0.01,0.01,0.01,0.01,0.01
2360,0.01,0.01,0.01,0.01,0.01
2361,0.01,0.01,0.01,0.01,0.01
2362,0.05,0.05,0.05,0.05,0.05
2363,0.01,0.01,0.01,0.01,0.01
2364,0.01,0.01,0.01,0.01,0.01
2365,0.01,0.01,0.01,0.01,0.01
2366,0.01,0.01,0.01,0.01,0.01
2367,0.01,0.03,0.01,0.03,0.03
2368,0.03,0.01,0.03,0.03,0.03
2369,0.01,0.01,0.01,0.01,0.01
2370,0.01,0.01,0.01,0.01,0.01
2371,0.03,0.01,0.01,0.03,0.03
2372,0.01,0.03,0.03,0.01,0.03
2373,0.01,0.01,0.01,0.01,0.01
2374,0.01,0.01,0.01,0.01,0.01
2375,0.03,0.03,0.03,0.03,0.03
2376,0.03,0.03,0.03,0.03,0.03
2377,0.01,0.01,0.01,0.01,0.01
2378,0.01,0.01,0.01,0.01,0.01
2379,0.01,0.01,0.01,0.01,0.01
2380,0.01,0.01,0.01,0.01,0.01
2381,0.01,0.01,0.01,0.01,0.01
2382,0.01,0.01,0.01,0.01,0.01
2383,0.03,0.03,0.03,0.03,0.03
2384,0.01,0.01,0.01,0.01,0.01
2385,0.03,0.03,0.03,0.03,0.03
2386,0.03,0.01,0.01,0.03,0.03
2387,0.03,0.03,0.03,0.03,0.03
2388,0.01,0.01,0.01,0.01,0.01
2389,0.01,0.03,0.03,0.01,0.01
2390,0.01,0.01,0.01,0.01,0.01
2391,0.01,0.01,0.01,0.01,0.01
2392,0.01,0.01,0.01,0.01,0.01
2393,0.01,0.01,0.01,0.01,0.01
2394,0.03,0.03,0.03,0.03,0.03
2395,0.03,0.05,0.03,0.03,0.03
2396,0.01,0.01,0.01,0.01,0.01
2397,0.01,0.01,0.01,0.01,0.01
2398,0.03,0.03,0.03,0.01,0.03
2399,0.01,0.01,0.01,0.01,0.01
2400,0.01,0.01,0.01,0.01,0.01
2401,0.01,0.01,0.01,0.01,0.01
2402,0.01,0.01,0.01,0.01,0.01
2403,0.01,0.01,0.01,0.01,0.01
2404,0.01,0.01,0.01,0.01,0.01
2405,0.03,0.01,0.01,0.01,0.01
2406,0.01,0.01,0.01,0.01,0.01
2407,0.01,0.01,0.01,0.01,0.01
2408,0.03,0.03,0.03,0.03,0.03
2409,0.05,0.05,0.05,0.05,0.05
2410,0.03,0.03,0.03,0.03,0.05
2411,0.03,0.01,0.03,0.03,0.03
2412,0.03,0.03,0.03,0.03,0.03
2413,0.01,0.01,0.01,0.01,0.01
2414,0.01,0.01,0.01,0.01,0.01
2415,0.01,0.01,0.01,0.01,0.01
2416,0.03,0.03,0.03,0.03,0.03
2417,0.01,0.01,0.01,0.01,0.01
2418,0.03,0.01,0.01,0.01,0.01
2419,0.03,0.03,0.03,0.03,0.03
2420,0.01,0.01,0.01,0.01,0.01
2421,0.01,0.01,0.01,0.01,0.01
2422,0.01,0.01,0.01,0.01,0.01
2423,0.01,0.01,0.03,0.03,0.03
2424,0.03,0.03,0.03,0.03,0.01
2425,0.01,0.01,0.01,0.01,0.01
2426,0.01,0.01,0.01,0.01,0.01
2427,0.01,0.01,0.01,0.01,0.01
2428,0.03,0.03,0.03,0.03,0.03
2429,0.03,0.03,0.03,0.03,0.03
2430,0.01,0.01,0.01,0.01,0.01
2431,0.01,0.01,0.01,0.01,0.01
2432,0.01,0.01,0.01,0.01,0.01
2433,0.03,0.03,0.03,0.03,0.03
2434,0.05,0.05,0.05,0.05,0.05
2435,0.03,0.03,0.03,0.01,0.03
2436,0.01,0.01,0.03,0.03,0.01
2437,0.01,0.01,0.01,0.01,0.01
2438,0.01,0.01,0.01,0.01,0.01
2439,0.01,0.01,0.01,0.01,0.01
2440,0.01,0.01,0.01,0.01,0.01
2441,0.01,0.01,0.01,0.01,0.01
2442,0.03,0.03,0.03,0.03,0.03
2443,0.03,0.03,0.03,0.03,0.03
2444,0.03,0.03,0.03,0.03,0.03
2445,0.01,0.01,0.03,0.01,0.01
2446,0.01,0.01,0.01,0.01,0.01
2447,0.01,0.01,0.01,0.01,0.01
2448,0.01,0.01,0.01,0.01,0.01
2449,0.01,0.01,0.01,0.01,0.01
2450,0.03,0.03,0.03,0.03,0.03
2451,0.03,0.03,0.03,0.03,0.03
2452,0.03,0.03,0.03,0.03,0.03
2453,0.07,0.07,0.07,0.07,0.07
2454,0.03,0.03,0.03,0.03,0.03
2455,0.03,0.03,0.03,0.03,0.03
2456,0.03,0.03,0.03,0.03,0.03
2457,0.03,0.03,0.03,0.03,0.03
2458,0.03,0.03,0.03,0.03,0.03
2459,0.01,0.01,0.01,0.01,0.01
2460,0.03,0.03,0.03,0.03,0.03
2461,0.01,0.01,0.01,0.01,0.01
2462,0.03,0.03,0.03,0.03,0.03
2463,0.01,0.01,0.01,0.01,0.01
2464,0.03,0.03,0.03,0.03,0.03
2465,0.03,0.03,0.05,0.05,0.03
2466,0.01,0.01,0.01,0.01,0.01
2467,0.03,0.03,0.03,0.03,0.03
2468,0.01,0.01,0.01,0.01,0.01
2469,0.01,0.03,0.03,0.03,0.03
2470,0.03,0.03,0.01,0.01,0.03
2471,0.03,0.03,0.03,0.03,0.03
2472,0.03,0.03,0.03,0.03,0.03
2473,0.03,0.01,0.03,0.03,0.01
2474,0.03,0.03,0.03,0.03,0.03
2475,0.03,0.03,0.03,0.03,0.03
2476,0.03,0.03,0.03,0.03,0.03
2477,0.01,0.01,0.01,0.01,0.01
2478,0.01,0.01,0.01,0.01,0.01
2479,0.03,0.03,0.03,0.01,0.03
2480,0.01,0.01,0.01,0.01,0.01
2481,0.01,0.01,0.01,0.01,0.01
2482,0.01,0.01,0.01,0.01,0.01
2483,0.03,0.03,0.03,0.03,0.03
2484,0.05,0.05,0.03,0.05,0.03
2485,0.05,0.05,0.05,0.05,0.05
2486,0.01,0.01,0.01,0.01,0.01
2487,0.01,0.03,0.01,0.03,0.01
2488,0.01,0.01,0.01,0.01,0.01
2489,0.05,0.03,0.05,0.03,0.05
2490,0.01,0.01,0.01,0.01,0.01
2491,0.01,0.01,0.01,0.01,0.01
2492,0.01,0.01,0.01,0.01,0.01
2493,0.01,0.01,0.01,0.01,0.01
2494,0.01,0.01,0.01,0.01,0.01
2495,0.03,0.03,0.03,0.03,0.03
2496,0.03,0.03,0.03,0.03,0.03
2497,0.03,0.03,0.03,0.03,0.03
2498,0.05,0.05,0.05,0.05,0.05
2499,0.01,0.01,0.01,0.01,0.01
2500,0.01,0.01,0.01,0.01,0.01
2501,0.01,0.01,0.01,0.01,0.01
2502,0.03,0.03,0.03,0.03,0.03
2503,0.01,0.01,0.01,0.01,0.01
2504,0.01,0.01,0.01,0.01,0.01
2505,0.01,0.01,0.01,0.01,0.01
2506,0.03,0.05,0.03,0.03,0.03
2507,0.03,0.03,0.03,0.03,0.03
2508,0.01,0.01,0.01,0.01,0.01
2509,0.01,0.01,0.01,0.01,0.01
2510,0.01,0.01,0.01,0.01,0.03
2511,0.03,0.03,0.03,0.03,0.03
2512,0.03,0.03,0.03,0.03,0.03
2513,0.03,0.03,0.03,0.03,0.03
2514,0.01,0.01,0.01,0.01,0.01
2515,0.01,0.01,0.01,0.01,0.01
2516,0.03,0.03,0.03,0.03,0.03
2517,0.03,0.03,0.03,0.03,0.03
2518,0.01,0.01,0.01,0.01,0.01
2519,0.01,0.01,0.01,0.01,0.01
2520,0.01,0.01,0.01,0.01,0.01
2521,0.03,0.03,0.03,0.03,0.03
2522,0.01,0.01,0.01,0.01,0.01
2523,0.03,0.01,0.01,0.01,0.03
2524,0.01,0.01,0.01,0.01,0.01
2525,0.03,0.03,0.03,0.03,0.03
2526,0.01,0.01,0.01,0.01,0.01
2527,0.01,0.01,0.01,0.01,0.01
2528,0.01,0.01,0.01,0.01,0.01
2529,0.01,0.01,0.01,0.01,0.01
2530,0.01,0.01,0.01,0.01,0.01
2531,0.01,0.01,0.01,0.01,0.01
2532,0.05,0.05,0.05,0.05,0.05
2533,0.03,0.03,0.03,0.03,0.03
2534,0.01,0.01,0.01,0.01,0.01
2535,0.01,0.01,0.01,0.01,0.01
2536,0.03,0.01,0.01,0.01,0.01
2537,0.01,0.01,0.03,0.01,0.03
2538,0.03,0.03,0.03,0.03,0.05
2539,0.01,0.03,0.01,0.03,0.03
2540,0.01,0.03,0.01,0.03,0.01
2541,0.01,0.01,0.01,0.01,0.03
2542,0.01,0.01,0.01,0.01,0.01
2543,0.01,0.01,0.01,0.03,0.01
2544,0.01,0.01,0.01,0.01,0.01
2545,0.01,0.01,0.01,0.01,0.01
2546,0.01,0.01,0.01,0.01,0.01
2547,0.01,0.01,0.01,0.01,0.01
2548,0.03,0.05,0.05,0.05,0.05
2549,0.01,0.01,0.01,0.01,0.01
2550,0.01,0.01,0.01,0.01,0.01
2551,0.03,0.03,0.03,0.03,0.03
2552,0.03,0.03,0.03,0.03,0.03
2553,0.05,0.05,0.05,0.07,0.05
2554,0.01,0.01,0.01,0.01,0.01
2555,0.01,0.01,0.01,0.01,0.01
2556,0.03,0.01,0.03,0.01,0.03
2557,0.01,0.01,0.01,0.01,0.01
2558,0.01,0.01,0.01,0.01,0.01
2559,0.01,0.01,0.01,0.01,0.01
2560,0.01,0.01,0.01,0.01,0.01
2561,0.03,0.03,0.03,0.03,0.03
2562,0.03,0.03,0.03,0.03,0.03
2563,0.03,0.03,0.03,0.03,0.03
2564,0.01,0.01,0.01,0.01,0.01
2565,0.01,0.01,0.01,0.01,0.01
2566,0.01,0.01,0.01,0.01,0.01
2567,0.01,0.01,0.01,0.01,0.01
2568,0.01,0.01,0.01,0.01,0.01
2569,0.01,0.01,0.01,0.01,0.01
2570,0.01,0.01,0.01,0.01,0.01
2571,0.01,0.01,0.01,0.01,0.01
