cost_function,0.02,0.03,0.039999999999999994,0.049999999999999996,0.06,0.06999999999999999,0.07999999999999999,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999999,0.14999999999999997,0.15999999999999998,0.16999999999999996,0.17999999999999997,0.18999999999999997,0.19999999999999996
annual_peak_average,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1638717678092279,1.1533881616037571,1.2428292253907784,1.2745803106872338,1.317962854732983,1.4885357651016415,1.2857744165617684,1.2829846563817404,1.7157655496625643,1.749712816058082,1.6482759582573208,1.3793049092694367
carbon_emissions_total,0.8793738324008238,0.8968433529119323,0.9185208211605267,0.9492202497820114,0.9873763183923817,1.03003387298186,1.083506902496507,1.1375371548010746,1.1832715424860987,1.2388825295254304,1.266106275859584,1.2922114278844519,1.3084812850308136,1.3274869768468431,1.3393782149572446,1.3542880146900456,1.354702469658264,1.3551686614174254,1.355101130561982
cost_total,0.8127803601916584,0.8295423815865065,0.8524282536626706,0.88237363501241,0.9216044733274231,0.9605548753573786,1.0086038220565898,1.0576437505828271,1.1043671424840065,1.1603396694704669,1.192111492365786,1.2271855055424894,1.2473427747165275,1.2710344578646764,1.2852207520918348,1.303782374282302,1.3081675376362916,1.31213335357028,1.315895396179742
daily_one_minus_load_factor_average,1.0844761463810735,1.0496993411538704,0.9958766421618499,0.979126454628087,0.9701157191946188,0.9558556439525048,0.9485793082810526,0.9461101554749596,0.9544665318073916,0.9606995789844504,0.9567075233305526,0.9630765682609062,0.96188632141078,0.9641048263504128,0.9681100955121029,0.9672251260829801,0.9669279042432863,0.9737924280603864,0.9666152672294626
daily_peak_average,0.9003152604222789,0.9131090415185378,0.938676888849797,0.9834662205102449,1.0554010893883428,1.148345837979838,1.26360927225298,1.379386176026322,1.4565062379273446,1.5537736303858158,1.6450247635911834,1.7136143535401749,1.762784101780101,1.805557924855763,1.8566493735452867,1.897658965070068,1.9339374050555986,1.919356182535469,1.9484096528414092
electricity_consumption_total,0.8950449568994038,0.911895402351195,0.9333048145916971,0.9634235764942339,1.001068944653741,1.0446963370063858,1.1001306006340392,1.1553211595712556,1.2036323646287188,1.2601925408383368,1.287076977497429,1.315849314818091,1.3311419927633803,1.3477635274338886,1.3583029922922492,1.3719972459684393,1.3700684138482573,1.369593539146186,1.3670985469934733
monthly_one_minus_load_factor_average,0.9824838859837904,0.9793093921695416,0.9715067837177602,0.9800911829370645,0.9865049333494806,0.992485782025368,0.9911922303332624,1.0033971534651442,1.005995604870787,1.0058037638837556,1.00722086308726,1.0101010539546333,1.0170755165444838,1.009458239300387,1.0157389399796175,1.018654365507575,1.0190824835636108,1.0203824096625103,1.01662607416263
ramping_average,1.1610985917885899,1.2464553595611396,1.3401187357296402,1.4675346355680725,1.632354180107812,1.8217825358806825,2.074406839613267,2.3645444345523234,2.5651319842606397,2.821825394421275,2.999499836415527,3.1105517663810986,3.196020846365325,3.2550701947982623,3.348743667747103,3.437750539109506,3.422459688251052,3.4131252567412216,3.4065064851427693
zero_net_energy,1.0851813418022405,1.0867609792278827,1.0893011908673613,1.0939889808248113,1.100733702278746,1.1097575136578006,1.1218715208498515,1.13735565472783,1.1479826045404837,1.1598744787082622,1.1654534292513368,1.168892507066461,1.1701018868045343,1.1705874010907429,1.170065635450138,1.1713880741959932,1.1708743121729337,1.1685975750229645,1.1663892846378885
